"","_id","operator_registration_number","postal_code","ward_number","ward_name"
"1436",1729413,"STR-2211-HWFRVL","M1M","24","Scarborough-Guildwood"
"1437",1729414,"STR-2211-JDLRVM","M3J","06","York Centre"
"1438",1729415,"STR-2211-FJWDVB","M2K","17","Don Valley North"
"1439",1729416,"STR-2211-FSCDVC","M1R","21","Scarborough Centre"
"1440",1729417,"STR-2211-FZJDVD","M9C","02","Etobicoke Centre"
"1441",1729418,"STR-2211-GHQDVF","M5V","10","Spadina-Fort York"
"1442",1729419,"STR-2211-GQWDVG","M5V","10","Spadina-Fort York"
"1443",1729420,"STR-2211-GYCDVH","M2J","17","Don Valley North"
"1444",1729421,"STR-2211-HGJDVJ","M5R","11","University-Rosedale"
"1445",1729422,"STR-2211-HPQDVK","M5A","13","Toronto Centre"
"1446",1729423,"STR-2211-HWWDVL","M6P","09","Davenport"
"1447",1729424,"STR-2211-JFCDVM","M5J","10","Spadina-Fort York"
"1448",1729425,"STR-2211-FKLRVB","M5V","10","Spadina-Fort York"
"1449",1729426,"STR-2211-FSSRVC","M8Y","03","Etobicoke-Lakeshore"
"1450",1729427,"STR-2211-FZYRVD","M1M","20","Scarborough Southwest"
"1451",1729428,"STR-2211-GJFRVF","M6H","09","Davenport"
"1452",1729429,"STR-2211-GRLRVG","M6K","09","Davenport"
"1453",1729430,"STR-2211-GYSRVH","M6B","08","Eglinton-Lawrence"
"1454",1729431,"STR-2211-HGYRVJ","M5V","10","Spadina-Fort York"
"1455",1729432,"STR-2211-HQFRVK","M5V","10","Spadina-Fort York"
"1456",1729433,"STR-2211-HXLRVL","M5J","10","Spadina-Fort York"
"1457",1729434,"STR-2211-JFSRVM","M4C","19","Beaches-East York"
"1458",1729435,"STR-2211-FTJDVC","M1C","25","Scarborough-Rouge Park"
"1459",1729436,"STR-2211-GBQDVD","M3L","07","Humber River-Black Creek"
"1460",1729437,"STR-2211-GJWDVF","M5A","13","Toronto Centre"
"1461",1729438,"STR-2211-GSCDVG","M8V","03","Etobicoke-Lakeshore"
"1462",1729439,"STR-2211-HHQDVJ","M5B","13","Toronto Centre"
"1463",1729440,"STR-2211-HQWDVK","M5V","10","Spadina-Fort York"
"1464",1729441,"STR-2211-JGJDVM","M5V","10","Spadina-Fort York"
"1465",1729442,"STR-2211-FLSRVB","M4C","19","Beaches-East York"
"1466",1729443,"STR-2211-FTYRVC","M2N","18","Willowdale"
"1467",1729444,"STR-2211-GCFRVD","M5A","13","Toronto Centre"
"1468",1729445,"STR-2211-GKLRVF","M1N","20","Scarborough Southwest"
"1469",1729446,"STR-2211-GSSRVG","M5V","10","Spadina-Fort York"
"1470",1729447,"STR-2211-GZYRVH","M5V","10","Spadina-Fort York"
"1471",1729448,"STR-2211-HRLRVK","M5R","11","University-Rosedale"
"1472",1729449,"STR-2211-JGYRVM","M5V","10","Spadina-Fort York"
"1473",1729450,"STR-2211-FFDKVB","M5V","10","Spadina-Fort York"
"1474",1729451,"STR-2211-FMKKVC","M5V","10","Spadina-Fort York"
"1475",1729452,"STR-2211-FVRKVD","M8Y","03","Etobicoke-Lakeshore"
"1476",1729453,"STR-2211-GLDKVG","M1E","25","Scarborough-Rouge Park"
"1477",1729454,"STR-2211-GTKKVH","M6C","12","Toronto-St. Paul's"
"1478",1729455,"STR-2211-HBRKVJ","M5R","11","University-Rosedale"
"1479",1729456,"STR-2211-HJXKVK","M5V","10","Spadina-Fort York"
"1480",1729457,"STR-2211-HSDKVL","M2L","15","Don Valley West"
"1481",1729458,"STR-2211-HZKKVM","M6H","09","Davenport"
"1482",1729459,"STR-2211-FFTXVB","M2J","17","Don Valley North"
"1483",1729460,"STR-2211-FMZXVC","M1N","20","Scarborough Southwest"
"1484",1729461,"STR-2211-FWGXVD","M5V","10","Spadina-Fort York"
"1485",1729462,"STR-2211-GDMXVF","M6R","04","Parkdale-High Park"
"1486",1729463,"STR-2211-GLTXVG","M5A","13","Toronto Centre"
"1487",1729464,"STR-2211-GTZXVH","M5S","11","University-Rosedale"
"1488",1729465,"STR-2211-HCGXVJ","M9M","07","Humber River-Black Creek"
"1489",1729466,"STR-2211-HKMXVK","M4C","19","Beaches-East York"
"1490",1729467,"STR-2211-HSTXVL","M3J","07","Humber River-Black Creek"
"1491",1729468,"STR-2211-HZZXVM","M1E","25","Scarborough-Rouge Park"
"1492",1729469,"STR-2211-FGKKVB","M6N","9.0","Davenport"
"1493",1729470,"STR-2211-FWXKVD","M1H","24","Scarborough-Guildwood"
"1494",1729471,"STR-2211-GFDKVF","M5A","13","Toronto Centre"
"1495",1729472,"STR-2211-GVRKVH","M5V","10","Spadina-Fort York"
"1496",1729473,"STR-2211-HCXKVJ","M4S","12","Toronto-St. Paul's"
"1497",1729474,"STR-2211-HTKKVL","M8V","03","Etobicoke-Lakeshore"
"1498",1729475,"STR-2211-JBRKVM","M5A","13","Toronto Centre"
"1499",1729476,"STR-2211-HKPBHX","M6K","04","Parkdale-High Park"
"1500",1729477,"STR-2211-FGZXVB","M9M","07","Humber River-Black Creek"
"1501",1729478,"STR-2211-FQGXVC","M9W","01","Etobicoke North"
"1502",1729479,"STR-2211-FXMXVD","M6L","05","York South-Weston"
"1503",1729480,"STR-2211-GMZXVG","M5V","10","Spadina-Fort York"
"1504",1729481,"STR-2211-HDMXVJ","M5H","10","Spadina-Fort York"
"1505",1729482,"STR-2211-HLTXVK","M2R","06","York Centre"
"1506",1729483,"STR-2211-HTZXVL","M4B","19","Beaches-East York"
"1507",1729484,"STR-2211-FHRKVB","M5A","13","Toronto Centre"
"1508",1729485,"STR-2211-FQXKVC","M5B","13","Toronto Centre"
"1509",1729486,"STR-2211-FYDKVD","M5V","10","Spadina-Fort York"
"1510",1729487,"STR-2211-GGKKVF","M6G","12","Toronto-St. Paul's"
"1511",1729488,"STR-2211-GPRKVG","M4Y","13","Toronto Centre"
"1512",1729489,"STR-2211-GWXKVH","M6K","04","Parkdale-High Park"
"1513",1729490,"STR-2211-HFDKVJ","M5V","10","Spadina-Fort York"
"1514",1729491,"STR-2211-HMKKVK","M6E","09","Davenport"
"1515",1729492,"STR-2211-JCXKVM","M5R","11.0","University-Rosedale"
"1516",1729493,"STR-2211-FJGXVB","M1N","20","Scarborough Southwest"
"1517",1729494,"STR-2211-FRMXVC","M4M","14","Toronto-Danforth"
"1518",1729495,"STR-2211-GGZXVF","M6J","10","Spadina-Fort York"
"1519",1729496,"STR-2211-GQGXVG","M4C","19","Beaches-East York"
"1520",1729497,"STR-2211-GXMXVH","M5V","10","Spadina-Fort York"
"1521",1729498,"STR-2211-HFTXVJ","M5B","13","Toronto Centre"
"1522",1729499,"STR-2211-HMZXVK","M6P","04","Parkdale-High Park"
"1523",1729500,"STR-2211-HWGXVL","M5V","10","Spadina-Fort York"
"1524",1729501,"STR-2211-JDMXVM","M1J","21","Scarborough Centre"
"1525",1729502,"STR-2211-FSDKVC","M5V","10","Spadina-Fort York"
"1526",1729503,"STR-2211-FZKKVD","M5T","10","Spadina-Fort York"
"1527",1729504,"STR-2211-GHRKVF","M4P","15","Don Valley West"
"1528",1729505,"STR-2211-GQXKVG","M6S","04","Parkdale-High Park"
"1529",1729506,"STR-2211-GYDKVH","M4L","14","Toronto-Danforth"
"1530",1729507,"STR-2211-HGKKVJ","M2N","18","Willowdale"
"1531",1729508,"STR-2211-HWXKVL","M4P","15","Don Valley West"
"1532",1729509,"STR-2211-FKMXVB","M5V","10","Spadina-Fort York"
"1533",1729510,"STR-2211-FSTXVC","M5V","10","Spadina-Fort York"
"1534",1729511,"STR-2211-GJGXVF","M5V","10","Spadina-Fort York"
"1535",1729512,"STR-2211-GRMXVG","M1T","22","Scarborough-Agincourt"
"1536",1729513,"STR-2211-HGZXVJ","M5V","10","Spadina-Fort York"
"1537",1729514,"STR-2211-HQGXVK","M5V","10","Spadina-Fort York"
"1538",1729515,"STR-2211-HXMXVL","M3H","06","York Centre"
"1539",1729516,"STR-2211-JFTXVM","M5J","10","Spadina-Fort York"
"1540",1729517,"STR-2211-FLDKVB","M3H","06","York Centre"
"1541",1729518,"STR-2211-FTKKVC","M4L","19","Beaches-East York"
"1542",1729519,"STR-2211-GBRKVD","M5B","13","Toronto Centre"
"1543",1729520,"STR-2211-GSDKVG","M5V","10","Spadina-Fort York"
"1544",1729521,"STR-2211-GZKKVH","M5H","10","Spadina-Fort York"
"1545",1729522,"STR-2211-HHRKVJ","M2J","17","Don Valley North"
"1546",1729523,"STR-2211-JGKKVM","M5M","08","Eglinton-Lawrence"
"1547",1729524,"STR-2211-FLTXVB","M5T","10","Spadina-Fort York"
"1548",1729525,"STR-2211-GCGXVD","M5J","10","Spadina-Fort York"
"1549",1729526,"STR-2211-GSTXVG","M6P","04","Parkdale-High Park"
"1550",1729527,"STR-2211-GZZXVH","M5T","10","Spadina-Fort York"
"1551",1729528,"STR-2211-HJGXVJ","M2N","18","Willowdale"
"1552",1729529,"STR-2211-HYTXVL","M3A","16","Don Valley East"
"1553",1729530,"STR-2211-JGZXVM","M4H","15","Don Valley West"
"1554",1729531,"STR-2211-FDPBHP","M5B","13","Toronto Centre"
"1555",1729532,"STR-2211-FLVBHQ","M2N","18","Willowdale"
"1556",1729533,"STR-2211-FVBBHR","M4B","19","Beaches-East York"
"1557",1729534,"STR-2211-GCHBHS","M6K","04","Parkdale-High Park"
"1558",1729535,"STR-2211-GKPBHT","M5V","10","Spadina-Fort York"
"1559",1729536,"STR-2211-HBBBHW","M6G","11","University-Rosedale"
"1560",1729537,"STR-2211-HJHBHX","M5S","11","University-Rosedale"
"1561",1729538,"STR-2211-HYVBHZ","M6K","10","Spadina-Fort York"
"1562",1729539,"STR-2211-FFDPHP","M6S","4.0","Parkdale-High Park"
"1563",1729540,"STR-2211-FMKPHQ","M1E","24","Scarborough-Guildwood"
"1564",1729541,"STR-2211-GTKPHV","M6K","04","Parkdale-High Park"
"1565",1729542,"STR-2211-HBRPHW","M6P","04","Parkdale-High Park"
"1566",1729543,"STR-2211-HJXPHX","M5J","10","Spadina-Fort York"
"1567",1729544,"STR-2211-HSDPHY","M4S","12","Toronto-St. Paul's"
"1568",1729545,"STR-2211-HZKPHZ","M8Y","03","Etobicoke-Lakeshore"
"1569",1729546,"STR-2211-FFVBHP","M6K","04","Parkdale-High Park"
"1570",1729547,"STR-2211-FWHBHR","M4R","08","Eglinton-Lawrence"
"1571",1729548,"STR-2211-GDPBHS","M8Y","03","Etobicoke-Lakeshore"
"1572",1729549,"STR-2211-GVBBHV","M6K","10","Spadina-Fort York"
"1573",1729550,"STR-2211-HSVBHY","M5J","10","Spadina-Fort York"
"1574",1729551,"STR-2211-JBBBHZ","M4K","14.0","Toronto-Danforth"
"1575",1729552,"STR-2211-FPRPHQ","M6C","09","Davenport"
"1576",1729553,"STR-2211-FWXPHR","M5V","10","Spadina-Fort York"
"1577",1729554,"STR-2211-GVRPHV","M6N","09","Davenport"
"1578",1729555,"STR-2211-HLDPHX","M6J","09","Davenport"
"1579",1729556,"STR-2211-HTKPHY","M9C","02","Etobicoke Centre"
"1580",1729557,"STR-2211-JBRPHZ","M4S","12","Toronto-St. Paul's"
"1581",1729558,"STR-2211-FHBBHP","M5V","10","Spadina-Fort York"
"1582",1729559,"STR-2211-FQHBHQ","M5V","10","Spadina-Fort York"
"1583",1729560,"STR-2211-FXPBHR","M5C","13","Toronto Centre"
"1584",1729561,"STR-2211-GFVBHS","M5J","10","Spadina-Fort York"
"1585",1729562,"STR-2211-GPBBHT","M6K","04","Parkdale-High Park"
"1586",1729563,"STR-2211-GWHBHV","M3K","06","York Centre"
"1587",1729564,"STR-2211-HDPBHW","M5S","13","Toronto Centre"
"1588",1729565,"STR-2211-HLVBHX","M8Y","03","Etobicoke-Lakeshore"
"1589",1729566,"STR-2211-JCHBHZ","M4L","19","Beaches-East York"
"1590",1729567,"STR-2211-FHRPHP","M5V","10","Spadina-Fort York"
"1591",1729568,"STR-2211-FYDPHR","M6S","04","Parkdale-High Park"
"1592",1729569,"STR-2211-GGKPHS","M6M","05","York South-Weston"
"1593",1729570,"STR-2211-GPRPHT","M6K","10","Spadina-Fort York"
"1594",1729571,"STR-2211-GWXPHV","M6C","12","Toronto-St. Paul's"
"1595",1729572,"STR-2211-HFDPHW","M4C","19","Beaches-East York"
"1596",1729573,"STR-2211-HVRPHY","M1K","21","Scarborough Centre"
"1597",1729574,"STR-2211-JCXPHZ","M5V","10","Spadina-Fort York"
"1598",1729575,"STR-2211-FJHBHP","M5V","10","Spadina-Fort York"
"1599",1729576,"STR-2211-FRPBHQ","M6N","05","York South-Weston"
"1600",1729577,"STR-2211-FYVBHR","M4K","14","Toronto-Danforth"
"1601",1729578,"STR-2211-GQHBHT","M4S","12","Toronto-St. Paul's"
"1602",1729579,"STR-2211-GXPBHV","M9M","07","Humber River-Black Creek"
"1603",1729580,"STR-2211-HFVBHW","M4M","14","Toronto-Danforth"
"1604",1729581,"STR-2211-HPBBHX","M2M","18","Willowdale"
"1605",1729582,"STR-2211-JDPBHZ","M6J","10","Spadina-Fort York"
"1606",1729583,"STR-2211-FJXPHP","M8Y","03","Etobicoke-Lakeshore"
"1607",1729584,"STR-2211-FZKPHR","M6H","09","Davenport"
"1608",1729585,"STR-2211-GHRPHS","M4S","15","Don Valley West"
"1609",1729586,"STR-2211-GQXPHT","M4J","14","Toronto-Danforth"
"1610",1729587,"STR-2211-GYDPHV","M1T","22","Scarborough-Agincourt"
"1611",1729588,"STR-2211-HGKPHW","M5A","13","Toronto Centre"
"1612",1729589,"STR-2211-HPRPHX","M6N","09","Davenport"
"1613",1729590,"STR-2211-HWXPHY","M5V","10","Spadina-Fort York"
"1614",1729591,"STR-2211-JFDPHZ","M3H","06","York Centre"
"1615",1729592,"STR-2211-FKPBHP","M1N","20","Scarborough Southwest"
"1616",1729593,"STR-2211-GJHBHS","M5V","10","Spadina-Fort York"
"1617",1729594,"STR-2211-GRPBHT","M5V","10","Spadina-Fort York"
"1618",1729595,"STR-2211-HHBBHW","M6M","05","York South-Weston"
"1619",1729596,"STR-2211-HXPBHY","M4J","14","Toronto-Danforth"
"1620",1729597,"STR-2211-JFVBHZ","M3A","16","Don Valley East"
"1621",1729598,"STR-2211-FTKPHQ","M4E","19","Beaches-East York"
"1622",1729599,"STR-2211-GBRPHR","M5V","10","Spadina-Fort York"
"1623",1729600,"STR-2211-GJXPHS","M5V","10","Spadina-Fort York"
"1624",1729601,"STR-2211-GZKPHV","M2N","18","Willowdale"
"1625",1729602,"STR-2211-HQXPHX","M8Y","03","Etobicoke-Lakeshore"
"1626",1729603,"STR-2211-HYDPHY","M6N","09","Davenport"
"1627",1729604,"STR-2211-JGKPHZ","M6P","04","Parkdale-High Park"
"1628",1729605,"STR-2211-FDQHHP","M6H","09","Davenport"
"1629",1729606,"STR-2211-FLWHHQ","M1M","20","Scarborough Southwest"
"1630",1729607,"STR-2211-FVCHHR","M5V","10","Spadina-Fort York"
"1631",1729608,"STR-2211-GCJHHS","M4C","19","Beaches-East York"
"1632",1729609,"STR-2211-GKQHHT","M5V","10","Spadina-Fort York"
"1633",1729610,"STR-2211-GSWHHV","M5V","10","Spadina-Fort York"
"1634",1729611,"STR-2211-HBCHHW","M5V","10","Spadina-Fort York"
"1635",1729612,"STR-2211-HJJHHX","M5V","10","Spadina-Fort York"
"1636",1729613,"STR-2211-HRQHHY","M5R","11","University-Rosedale"
"1637",1729614,"STR-2211-HYWHHZ","M1R","21","Scarborough Centre"
"1638",1729615,"STR-2211-FFFVHP","M2N","18","Willowdale"
"1639",1729616,"STR-2211-FMLVHQ","M3H","06","York Centre"
"1640",1729617,"STR-2211-FVSVHR","M6E","12","Toronto-St. Paul's"
"1641",1729618,"STR-2211-GCYVHS","M9V","01","Etobicoke North"
"1642",1729619,"STR-2211-GLFVHT","M4S","12","Toronto-St. Paul's"
"1643",1729620,"STR-2211-GTLVHV","M3M","06","York Centre"
"1644",1729621,"STR-2211-HBSVHW","M4C","19","Beaches-East York"
"1645",1729622,"STR-2211-HJYVHX","M6E","09","Davenport"
"1646",1729623,"STR-2211-HZLVHZ","M4M","14","Toronto-Danforth"
"1647",1729624,"STR-2211-FFWHHP","M6L","05","York South-Weston"
"1648",1729625,"STR-2211-FPCHHQ","M6K","10","Spadina-Fort York"
"1649",1729626,"STR-2211-FWJHHR","M6J","11","University-Rosedale"
"1650",1729627,"STR-2207-JCFKVM","M4M","14","Toronto-Danforth"
"1651",1729628,"STR-2211-GDQHHS","M5C","13","Toronto Centre"
"1652",1729629,"STR-2211-GVCHHV","M4M","14","Toronto-Danforth"
"1653",1729630,"STR-2211-HCJHHW","M6H","09","Davenport"
"1654",1729631,"STR-2211-HKQHHX","M5V","10","Spadina-Fort York"
"1655",1729632,"STR-2211-HSWHHY","M5V","10","Spadina-Fort York"
"1656",1729633,"STR-2211-JBCHHZ","M5E","10","Spadina-Fort York"
"1657",1729634,"STR-2211-FGLVHP","M5V","10","Spadina-Fort York"
"1658",1729635,"STR-2211-FPSVHQ","M5V","10","Spadina-Fort York"
"1659",1729636,"STR-2211-FWYVHR","M5V","10","Spadina-Fort York"
"1660",1729637,"STR-2211-GFFVHS","M1N","20","Scarborough Southwest"
"1661",1729638,"STR-2211-GVSVHV","M6K","10","Spadina-Fort York"
"1662",1729639,"STR-2211-HCYVHW","M6J","09","Davenport"
"1663",1729640,"STR-2211-HLFVHX","M1M","20","Scarborough Southwest"
"1664",1729641,"STR-2211-JBSVHZ","M5V","10","Spadina-Fort York"
"1665",1729642,"STR-2211-FQJHHQ","M5V","10","Spadina-Fort York"
"1666",1729643,"STR-2211-FXQHHR","M4Y","13","Toronto Centre"
"1667",1729644,"STR-2211-GFWHHS","M6L","05","York South-Weston"
"1668",1729645,"STR-2211-GPCHHT","M6H","09","Davenport"
"1669",1729646,"STR-2211-GWJHHV","M4G","15","Don Valley West"
"1670",1729647,"STR-2211-HDQHHW","M6K","04","Parkdale-High Park"
"1671",1729648,"STR-2211-HLWHHX","M5B","13","Toronto Centre"
"1672",1729649,"STR-2211-FZLVHR","M5V","10","Spadina-Fort York"
"1673",1729650,"STR-2211-JCJHHZ","M6P","04","Parkdale-High Park"
"1674",1729651,"STR-2211-FHSVHP","M9P","02","Etobicoke Centre"
"1675",1729652,"STR-2211-FQYVHQ","M3C","16","Don Valley East"
"1676",1729653,"STR-2211-FYFVHR","M6J","10","Spadina-Fort York"
"1677",1729654,"STR-2211-GGLVHS","M1K","21","Scarborough Centre"
"1678",1729655,"STR-2211-GPSVHT","M4L","19","Beaches-East York"
"1679",1729656,"STR-2211-GWYVHV","M4L","14","Toronto-Danforth"
"1680",1729657,"STR-2211-HFFVHW","M5V","10","Spadina-Fort York"
"1681",1729658,"STR-2211-FYWHHR","M5J","10","Spadina-Fort York"
"1682",1729659,"STR-2211-GHCHHS","M4P","12","Toronto-St. Paul's"
"1683",1729660,"STR-2211-GQJHHT","M6P","04","Parkdale-High Park"
"1684",1729661,"STR-2211-GXQHHV","M6G","09","Davenport"
"1685",1729662,"STR-2211-FJYVHP","M5V","10","Spadina-Fort York"
"1686",1729663,"STR-2211-GYFVHV","M9V","01","Etobicoke North"
"1687",1729664,"STR-2211-HGLVHW","M5S","13","Toronto Centre"
"1688",1729665,"STR-2211-HPSVHX","M5G","11","University-Rosedale"
"1689",1729666,"STR-2211-HWYVHY","M1W","22","Scarborough-Agincourt"
"1690",1729667,"STR-2211-FSWHHQ","M8V","03","Etobicoke-Lakeshore"
"1691",1729668,"STR-2211-GBCHHR","M5V","10","Spadina-Fort York"
"1692",1729669,"STR-2211-GJJHHS","M5J","10","Spadina-Fort York"
"1693",1729670,"STR-2211-GRQHHT","M6K","10","Spadina-Fort York"
"1694",1729671,"STR-2211-HHCHHW","M5V","10","Spadina-Fort York"
"1695",1729672,"STR-2211-HQJHHX","M6K","10","Spadina-Fort York"
"1696",1729673,"STR-2211-HXQHHY","M5A","13","Toronto Centre"
"1697",1729674,"STR-2211-JFWHHZ","M5B","13","Toronto Centre"
"1698",1729675,"STR-2211-FTLVHQ","M2H","17","Don Valley North"
"1699",1729676,"STR-2211-GBSVHR","M4C","14","Toronto-Danforth"
"1700",1729677,"STR-2211-GJYVHS","M5H","10","Spadina-Fort York"
"1701",1729678,"STR-2211-GSFVHT","M5V","10","Spadina-Fort York"
"1702",1729679,"STR-2211-GZLVHV","M6C","12","Toronto-St. Paul's"
"1703",1729680,"STR-2211-HQYVHX","M5S","13","Toronto Centre"
"1704",1729681,"STR-2211-HYFVHY","M2R","18","Willowdale"
"1705",1729682,"STR-2211-JGLVHZ","M6N","09","Davenport"
"1706",1729683,"STR-2211-FDRPHP","M5V","10","Spadina-Fort York"
"1707",1729684,"STR-2211-FLXPHQ","M9R","01","Etobicoke North"
"1708",1729685,"STR-2211-GCKPHS","M5V","10","Spadina-Fort York"
"1709",1729686,"STR-2211-GKRPHT","M5V","10","Spadina-Fort York"
"1710",1729687,"STR-2211-GSXPHV","M4R","08","Eglinton-Lawrence"
"1711",1729688,"STR-2211-HJKPHX","M9W","01","Etobicoke North"
"1712",1729689,"STR-2211-HRRPHY","M5A","10","Spadina-Fort York"
"1713",1729690,"STR-2211-FFHBHP","M1R","21","Scarborough Centre"
"1714",1729691,"STR-2211-FMPBHQ","M1L","20","Scarborough Southwest"
"1715",1729692,"STR-2211-FVVBHR","M4C","19","Beaches-East York"
"1716",1729693,"STR-2211-GLHBHT","M2H","17","Don Valley North"
"1717",1729694,"STR-2211-GTPBHV","M5J","10","Spadina-Fort York"
"1718",1729695,"STR-2211-HKBBHX","M4C","19","Beaches-East York"
"1719",1729696,"STR-2211-HSHBHY","M4W","11","University-Rosedale"
"1720",1729697,"STR-2211-FFXPHP","M8V","03","Etobicoke-Lakeshore"
"1721",1729698,"STR-2211-FPDPHQ","M2K","17","Don Valley North"
"1722",1729699,"STR-2211-FWKPHR","M6S","04","Parkdale-High Park"
"1723",1729700,"STR-2211-GDRPHS","M3L","07","Humber River-Black Creek"
"1724",1729701,"STR-2211-GLXPHT","M6B","08","Eglinton-Lawrence"
"1725",1729702,"STR-2211-HCKPHW","M5V","10","Spadina-Fort York"
"1726",1729703,"STR-2211-JBDPHZ","M5J","10","Spadina-Fort York"
"1727",1729704,"STR-2211-FGPBHP","M5A","10","Spadina-Fort York"
"1728",1729705,"STR-2211-FPVBHQ","M6K","10","Spadina-Fort York"
"1729",1729706,"STR-2211-FXBBHR","M6H","09","Davenport"
"1730",1729707,"STR-2211-GFHBHS","M8V","03","Etobicoke-Lakeshore"
"1731",1729708,"STR-2211-GVVBHV","M8V","03","Etobicoke-Lakeshore"
"1732",1729709,"STR-2211-HDBBHW","M1T","22","Scarborough-Agincourt"
"1733",1729710,"STR-2211-JBVBHZ","M9W","01","Etobicoke North"
"1734",1729711,"STR-2211-FHDPHP","M5V","10","Spadina-Fort York"
"1735",1729712,"STR-2211-FQKPHQ","M9W","01","Etobicoke North"
"1736",1729713,"STR-2211-FXRPHR","M5V","10","Spadina-Fort York"
"1737",1729714,"STR-2211-GWKPHV","M5V","10","Spadina-Fort York"
"1738",1729715,"STR-2211-HDRPHW","M8W","03","Etobicoke-Lakeshore"
"1739",1729716,"STR-2211-HVDPHY","M4C","19","Beaches-East York"
"1740",1729717,"STR-2211-JCKPHZ","M5B","13","Toronto Centre"
"1741",1729718,"STR-2211-FHVBHP","M6J","10","Spadina-Fort York"
"1742",1729719,"STR-2211-FRBBHQ","M1M","20","Scarborough Southwest"
"1743",1729720,"STR-2211-FYHBHR","M1C","25","Scarborough-Rouge Park"
"1744",1729721,"STR-2211-GGPBHS","M5S","13","Toronto Centre"
"1745",1729722,"STR-2211-GPVBHT","M2M","18","Willowdale"
"1746",1729723,"STR-2211-HFHBHW","M5V","10","Spadina-Fort York"
"1747",1729724,"STR-2211-HMPBHX","M5V","10","Spadina-Fort York"
"1748",1729725,"STR-2211-HVVBHY","M4E","19","Beaches-East York"
"1749",1729726,"STR-2211-FYXPHR","M6K","10","Spadina-Fort York"
"1750",1729727,"STR-2211-GHDPHS","M2M","18","Willowdale"
"1751",1729728,"STR-2211-GQKPHT","M5V","10","Spadina-Fort York"
"1752",1729729,"STR-2211-GXRPHV","M6G","12","Toronto-St. Paul's"
"1753",1729730,"STR-2211-HFXPHW","M9C","02","Etobicoke Centre"
"1754",1729731,"STR-2211-HPDPHX","M9B","02","Etobicoke Centre"
"1755",1729732,"STR-2211-HWKPHY","M5V","10","Spadina-Fort York"
"1756",1729733,"STR-2211-FKBBHP","M5S","11","University-Rosedale"
"1757",1729734,"STR-2211-FSHBHQ","M4L","19","Beaches-East York"
"1758",1729735,"STR-2211-GHVBHS","M6N","05","York South-Weston"
"1759",1729736,"STR-2211-GRBBHT","M9V","01","Etobicoke North"
"1760",1729737,"STR-2211-GYHBHV","M3H","06","York Centre"
"1761",1729738,"STR-2211-HXBBHY","M5J","10","Spadina-Fort York"
"1762",1729739,"STR-2211-JFHBHZ","M4V","12","Toronto-St. Paul's"
"1763",1729740,"STR-2211-FSXPHQ","M5J","10","Spadina-Fort York"
"1764",1729741,"STR-2211-GBDPHR","M6K","10","Spadina-Fort York"
"1765",1729742,"STR-2211-GJKPHS","M5J","10","Spadina-Fort York"
"1766",1729743,"STR-2211-GRRPHT","M5B","13","Toronto Centre"
"1767",1729744,"STR-2211-HHDPHW","M9R","01","Etobicoke North"
"1768",1729745,"STR-2211-HQKPHX","M2L","15","Don Valley West"
"1769",1729746,"STR-2211-JFXPHZ","M4S","12","Toronto-St. Paul's"
"1770",1729747,"STR-2211-FTPBHQ","M8Y","03","Etobicoke-Lakeshore"
"1771",1729748,"STR-2211-GBVBHR","M4Y","13","Toronto Centre"
"1772",1729749,"STR-2211-GKBBHS","M4J","14","Toronto-Danforth"
"1773",1729750,"STR-2211-GSHBHT","M5T","10","Spadina-Fort York"
"1774",1729751,"STR-2211-GZPBHV","M4S","12","Toronto-St. Paul's"
"1775",1729752,"STR-2211-HRBBHX","M6H","09","Davenport"
"1776",1729753,"STR-2211-HYHBHY","M1S","23","Scarborough North"
"1777",1729754,"STR-2211-FVFVHR","M2H","17","Don Valley North"
"1778",1729755,"STR-2211-GKSVHT","M4K","14","Toronto-Danforth"
"1779",1729756,"STR-2211-GSYVHV","M5V","10","Spadina-Fort York"
"1780",1729757,"STR-2211-HJLVHX","M3M","06","York Centre"
"1781",1729758,"STR-2211-FFJHHP","M6G","12","Toronto-St. Paul's"
"1782",1729759,"STR-2211-FMQHHQ","M5R","11","University-Rosedale"
"1783",1729760,"STR-2211-FVWHHR","M5R","11","University-Rosedale"
"1784",1729761,"STR-2211-GLJHHT","M2J","17","Don Valley North"
"1785",1729762,"STR-2211-GTQHHV","M5V","10","Spadina-Fort York"
"1786",1729763,"STR-2211-HBWHHW","M5B","13","Toronto Centre"
"1787",1729764,"STR-2211-HSJHHY","M4X","13.0","Toronto Centre"
"1788",1729765,"STR-2211-HZQHHZ","M2M","18","Willowdale"
"1789",1729766,"STR-2212-FSKPHQ","M9L","07","Humber River-Black Creek"
"1790",1729767,"STR-2211-FFYVHP","M5B","13","Toronto Centre"
"1791",1729768,"STR-2211-FWLVHR","M5A","13","Toronto Centre"
"1792",1729769,"STR-2211-GLYVHT","M6J","10","Spadina-Fort York"
"1793",1729770,"STR-2211-GVFVHV","M5V","10","Spadina-Fort York"
"1794",1729771,"STR-2211-HCLVHW","M6B","08","Eglinton-Lawrence"
"1795",1729772,"STR-2211-HSYVHY","M2P","15","Don Valley West"
"1796",1729773,"STR-2211-JBFVHZ","M5R","11","University-Rosedale"
"1797",1729774,"STR-2211-FPWHHQ","M5V","10","Spadina-Fort York"
"1798",1729775,"STR-2211-FXCHHR","M6E","09","Davenport"
