"","postal_code","ward_name"
"820","M1L","Scarborough Southwest"
"821","M5V","Spadina-Fort York"
"822","M5J","Spadina-Fort York"
"823","M1V","Scarborough North"
"824","M4Y","Toronto Centre"
"825","M6H","Davenport"
"826","M4X","Toronto Centre"
"827","M5S","Toronto Centre"
"828","M5S","University-Rosedale"
"829","M6H","Davenport"
"830","M5A","Toronto Centre"
"831","M5V","Spadina-Fort York"
"832","M5V","Spadina-Fort York"
"833","M5M","Eglinton-Lawrence"
"834","M6J","Spadina-Fort York"
"835","M5V","Spadina-Fort York"
"836","M4M","Toronto-Danforth"
"837","M1K","Scarborough Centre"
"838","M5E","Spadina-Fort York"
"839","M5V","Spadina-Fort York"
"840","M1K","Scarborough Centre"
"841","M5J","Spadina-Fort York"
"842","M5V","Spadina-Fort York"
"843","M6K","Parkdale-High Park"
"844","M6N","Davenport"
"845","M4C","Beaches-East York"
"846","M4L","Beaches-East York"
"847","M6H","Davenport"
"848","M6J","Spadina-Fort York"
"849","M5V","Spadina-Fort York"
"850","M1H","Scarborough-Guildwood"
"851","M6S","Parkdale-High Park"
"852","M5J","Spadina-Fort York"
"853","M6H","Davenport"
"854","M6K","Spadina-Fort York"
"855","M1V","Scarborough North"
"856","M4M","Toronto-Danforth"
"857","M2N","Willowdale"
"858","M1K","Scarborough Centre"
"859","M6S","Parkdale-High Park"
"860","M4M","Toronto-Danforth"
"861","M5J","Spadina-Fort York"
"862","M5J","Spadina-Fort York"
"863","M4M","Toronto-Danforth"
"864","M5A","Toronto Centre"
"865","M1V","Scarborough-Agincourt"
"866","M5R","University-Rosedale"
"867","M4J","Toronto-Danforth"
"868","M4R","Eglinton-Lawrence"
"869","M5A","Toronto Centre"
"870","M5R","University-Rosedale"
"871","M5V","Spadina-Fort York"
"872","M5J","Spadina-Fort York"
"873","M4R","Eglinton-Lawrence"
"874","M5A","Toronto Centre"
"875","M9B","Etobicoke Centre"
"876","M5S","University-Rosedale"
"877","M2N","Willowdale"
"878","M5R","University-Rosedale"
"879","M2N","Willowdale"
"880","M2L","Don Valley West"
"881","M1J","Scarborough Centre"
"882","M6R","Parkdale-High Park"
"883","M5S","University-Rosedale"
"884","M3H","York Centre"
"885","M4M","Toronto-Danforth"
"886","M6S","Parkdale-High Park"
"887","M5H","Spadina-Fort York"
"888","M1L","Scarborough Southwest"
"889","M5V","Spadina-Fort York"
"890","M6J","Davenport"
"891","M5V","Spadina-Fort York"
"892","M4N","Don Valley West"
"893","M9P","Etobicoke Centre"
"894","M4L","Beaches-East York"
"895","M5G","University-Rosedale"
"896","M6K","Parkdale-High Park"
"897","M4L","Beaches-East York"
"898","M5R","University-Rosedale"
"899","M4L","Toronto-Danforth"
"900","M5T","Spadina-Fort York"
"901","M9W","Etobicoke North"
"902","M6H","Davenport"
"903","M1S","Scarborough North"
"904","M5A","Toronto Centre"
"905","M4M","Toronto-Danforth"
"906","M4C","Beaches-East York"
"907","M4G","Don Valley West"
"908","M4X","Toronto Centre"
"909","M4L","Beaches-East York"
"910","M1V","Scarborough-Agincourt"
"911","M5A","Toronto Centre"
"912","M1G","Scarborough-Guildwood"
"913","M5T","University-Rosedale"
"914","M5V","Spadina-Fort York"
"915","M5V","Spadina-Fort York"
"916","M5J","Spadina-Fort York"
"917","M2M","Willowdale"
"918","M5V","Spadina-Fort York"
"919","M6G","University-Rosedale"
"920","M3J","Humber River-Black Creek"
"921","M4E","Beaches-East York"
"922","M5R","University-Rosedale"
"923","M5V","Spadina-Fort York"
"924","M5V","Spadina-Fort York"
"925","M6M","York South-Weston"
"926","M5J","Spadina-Fort York"
"927","M5A","Toronto Centre"
"928","M6J","University-Rosedale"
"929","M5V","Spadina-Fort York"
"930","M5A","Toronto Centre"
"931","M4Y","Toronto Centre"
"932","M5V","Spadina-Fort York"
"933","M5V","Spadina-Fort York"
"934","M4M","Toronto-Danforth"
"935","M4V","St.Paul's"
"936","M5V","Spadina-Fort York"
"937","M8Z","Etobicoke-Lakeshore"
"938","M5V","Spadina-Fort York"
"939","M5A","Toronto Centre"
"940","M4K","Toronto-Danforth"
"941","M5V","Spadina-Fort York"
"942","M5V","Spadina-Fort York"
"943","M4E","Beaches-East York"
"944","M5J","Spadina-Fort York"
"945","M4Y","Toronto Centre"
"946","M4N","Don Valley West"
"947","M5T","University-Rosedale"
"948","M5A","Toronto Centre"
"949","M1L","Scarborough Southwest"
"950","M5V","Spadina-Fort York"
"951","M1R","Scarborough Centre"
"952","M8Y","Etobicoke-Lakeshore"
"953","M5G","University-Rosedale"
"954","M5V","Spadina-Fort York"
"955","M5A","Toronto Centre"
"956","M5V","Spadina-Fort York"
"957","M6G","University-Rosedale"
"958","M2N","Willowdale"
"959","M2M","Don Valley North"
"960","M5V","Spadina-Fort York"
"961","M5V","Spadina-Fort York"
"962","M1G","Scarborough-Guildwood"
"963","M5J","Spadina-Fort York"
"964","M5J","Spadina-Fort York"
"965","M1E","Scarborough-Rouge Park"
"966","M1C","Scarborough-Rouge Park"
"967","M5V","Spadina-Fort York"
"968","M1P","Scarborough Centre"
"969","M5J","Spadina-Fort York"
"970","M5A","Toronto Centre"
"971","M4R","Eglinton-Lawrence"
"972","M4Y","Toronto Centre"
"973","M1N","Scarborough Southwest"
"974","M6J","Davenport"
"975","M4J","Toronto-Danforth"
"976","M5V","Spadina-Fort York"
"977","M5V","Spadina-Fort York"
"978","M9B","Etobicoke Centre"
"979","M2N","Willowdale"
"980","M5J","Spadina-Fort York"
"981","M6J","Davenport"
"982","M5V","Spadina-Fort York"
"983","M2R","Willowdale"
"984","M5M","Eglinton-Lawrence"
"985","M1V","Scarborough North"
"986","M2R","Willowdale"
"987","M1L","Scarborough Southwest"
"988","M9M","Humber River-Black Creek"
"989","M5J","Spadina-Fort York"
"990","M5A","Toronto Centre"
"991","M4S","St.Paul's"
"992","M4N","Don Valley West"
"993","M6R","Parkdale-High Park"
"994","M1P","Scarborough Centre"
"995","M5J","Spadina-Fort York"
"996","M1S","Scarborough North"
"997","M4S","St.Paul's"
"998","M5J","Spadina-Fort York"
"999","M6J","Spadina-Fort York"
"1000","M5V","Spadina-Fort York"
"1001","M5A","Toronto Centre"
"1002","M5V","Spadina-Fort York"
"1003","M4M","Toronto-Danforth"
"1004","M4C","Beaches-East York"
"1005","M2J","Don Valley North"
"1006","M6K","Spadina-Fort York"
"1007","M5V","Spadina-Fort York"
"1008","M1W","Scarborough-Agincourt"
"1009","M4M","Toronto-Danforth"
"1010","M4E","Beaches-East York"
"1011","M3B","Don Valley East"
"1012","M6R","Davenport"
"1013","M6C","St.Paul's"
"1014","M4E","Beaches-East York"
"1015","M6K","Parkdale-High Park"
"1016","M1N","Scarborough Southwest"
"1017","M6P","Parkdale-High Park"
"1018","M1L","Scarborough Southwest"
"1019","M5J","Spadina-Fort York"
"1020","M4K","Toronto-Danforth"
"1021","M1T","Scarborough-Agincourt"
"1022","M4K","Toronto-Danforth"
"1023","M5A","Toronto Centre"
"1024","M4X","Toronto Centre"
"1025","M8V","Etobicoke-Lakeshore"
"1026","M5J","Spadina-Fort York"
"1027","M5V","Spadina-Fort York"
"1028","M6K","Davenport"
"1029","M9L","Humber River-Black Creek"
"1030","M5S","University-Rosedale"
"1031","M6H","Davenport"
"1032","M5H","Spadina-Fort York"
"1033","M5J","Spadina-Fort York"
"1034","M5J","Spadina-Fort York"
"1035","M5T","University-Rosedale"
"1036","M6H","Davenport"
"1037","M6P","Parkdale-High Park"
"1038","M6N","Davenport"
"1039","M1S","Scarborough North"
"1040","M5V","Spadina-Fort York"
"1041","M5V","Spadina-Fort York"
"1042","M4Y","Toronto Centre"
"1043","M4E","Beaches-East York"
"1044","M5J","Spadina-Fort York"
"1045","M1L","Scarborough Southwest"
"1046","M4R","Eglinton-Lawrence"
"1047","M6K","Spadina-Fort York"
"1048","M6S","Parkdale-High Park"
"1049","M5J","Spadina-Fort York"
"1050","M5B","University-Rosedale"
"1051","M5V","Spadina-Fort York"
"1052","M5V","Spadina-Fort York"
"1053","M6G","University-Rosedale"
"1054","M4J","Toronto-Danforth"
"1055","M4J","Toronto-Danforth"
"1056","M6J","University-Rosedale"
"1057","M5A","Toronto Centre"
"1058","M5J","Spadina-Fort York"
"1059","M5V","Spadina-Fort York"
"1060","M5J","Spadina-Fort York"
"1061","M4M","Toronto-Danforth"
"1062","M4L","Beaches-East York"
"1063","M5A","Toronto Centre"
"1064","M5A","Toronto Centre"
"1065","M5T","Spadina-Fort York"
"1066","M5P","St.Paul's"
"1067","M2J","Don Valley North"
"1068","M5V","Spadina-Fort York"
"1069","M5J","Spadina-Fort York"
"1070","M5V","Spadina-Fort York"
"1071","M2L","Don Valley West"
"1072","M8Y","Etobicoke-Lakeshore"
"1073","M5T","University-Rosedale"
"1074","M6J","Spadina-Fort York"
"1075","M6A","Eglinton-Lawrence"
"1076","M6H","Davenport"
"1077","M2M","Willowdale"
"1078","M6G","University-Rosedale"
"1079","M3N","Humber River-Black Creek"
"1080","M5V","Spadina-Fort York"
"1081","M5V","Spadina-Fort York"
"1082","M5J","Spadina-Fort York"
"1083","M4G","Don Valley West"
"1084","M6R","Parkdale-High Park"
"1085","M2N","Willowdale"
"1086","M6G","University-Rosedale"
"1087","M6E","Davenport"
"1088","M6M","York South-Weston"
"1089","M2N","Willowdale"
"1090","M2N","Willowdale"
"1091","M4E","Beaches-East York"
"1092","M1L","Scarborough Southwest"
"1093","M5J","Spadina-Fort York"
"1094","M5V","Spadina-Fort York"
"1095","M5R","University-Rosedale"
"1096","M6E","St.Paul's"
"1097","M5J","Spadina-Fort York"
"1098","M5J","Spadina-Fort York"
"1099","M1C","Scarborough-Rouge Park"
"1100","M5V","Spadina-Fort York"
"1101","M6R","Parkdale-High Park"
"1102","M8V","Etobicoke-Lakeshore"
"1103","M3H","York Centre"
"1104","M4K","Toronto-Danforth"
"1105","M6R","Parkdale-High Park"
"1106","M9W","Etobicoke North"
"1107","M5B","Toronto Centre"
"1108","M6K","Spadina-Fort York"
"1109","M6G","University-Rosedale"
"1110","M4K","Toronto-Danforth"
"1111","M5J","Spadina-Fort York"
"1112","M6J","Spadina-Fort York"
"1113","M6J","Spadina-Fort York"
"1114","M5V","Spadina-Fort York"
"1115","M9B","Etobicoke Centre"
"1116","M6K","Parkdale-High Park"
"1117","M5T","University-Rosedale"
"1118","M2N","Willowdale"
"1119","M5J","Spadina-Fort York"
"1120","M1G","Scarborough-Guildwood"
"1121","M5V","Spadina-Fort York"
"1122","M6P","Parkdale-High Park"
"1123","M5S","University-Rosedale"
"1124","M2H","Don Valley North"
"1125","M5P","St.Paul's"
"1126","M1H","Scarborough-Guildwood"
"1127","M6H","Davenport"
"1128","M5V","Spadina-Fort York"
"1129","M5S","University-Rosedale"
"1130","M4K","Toronto-Danforth"
"1131","M6M","York South-Weston"
"1132","M6R","Parkdale-High Park"
"1133","M6J","Davenport"
"1134","M2N","Willowdale"
"1135","M4K","Toronto-Danforth"
"1136","M3H","York Centre"
"1137","M5M","Eglinton-Lawrence"
"1138","M3H","York Centre"
"1139","M1E","Scarborough-Guildwood"
"1140","M6K","Spadina-Fort York"
"1141","M6G","University-Rosedale"
"1142","M6E","Davenport"
"1143","M6A","Eglinton-Lawrence"
"1144","M8V","Etobicoke-Lakeshore"
"1145","M6C","St.Paul's"
"1146","M5V","Spadina-Fort York"
"1147","M5V","Spadina-Fort York"
"1148","M4L","Beaches-East York"
"1149","M5R","University-Rosedale"
"1150","M6R","Parkdale-High Park"
"1151","M6J","Davenport"
"1152","M5A","Toronto Centre"
"1153","M2J","Don Valley North"
"1154","M6J","Davenport"
"1155","M6K","Spadina-Fort York"
"1156","M4J","Toronto-Danforth"
"1157","M6G","University-Rosedale"
"1158","M6S","Parkdale-High Park"
"1159","M6K","Parkdale-High Park"
"1160","M5V","Spadina-Fort York"
"1161","M6G","University-Rosedale"
"1162","M4Y","Toronto Centre"
"1163","M3H","York Centre"
"1164","M5T","University-Rosedale"
"1165","M6E","Davenport"
"1166","M5R","University-Rosedale"
"1167","M6G","University-Rosedale"
"1168","M6L","York South-Weston"
"1169","M5M","Eglinton-Lawrence"
"1170","M6K","Parkdale-High Park"
"1171","M9L","Humber River-Black Creek"
"1172","M6C","Davenport"
"1173","M3J","Humber River-Black Creek"
"1174","M5A","Spadina-Fort York"
"1175","M5A","Toronto Centre"
"1176","M4K","Toronto-Danforth"
"1177","M5V","Spadina-Fort York"
"1178","M6K","Spadina-Fort York"
"1179","M4J","Toronto-Danforth"
"1180","M6K","Spadina-Fort York"
"1181","M5V","Spadina-Fort York"
"1182","M4J","Toronto-Danforth"
"1183","M4B","Beaches-East York"
"1184","M4K","Toronto-Danforth"
"1185","M4J","Toronto-Danforth"
"1186","M4J","Toronto-Danforth"
"1187","M4S","St.Paul's"
"1188","M9C","Etobicoke Centre"
"1189","M3H","York Centre"
"1190","M1G","Scarborough-Guildwood"
"1191","M9C","Etobicoke Centre"
"1192","M6P","Davenport"
"1193","M5S","University-Rosedale"
"1194","M8Z","Etobicoke-Lakeshore"
"1195","M1M","Scarborough Southwest"
"1196","M5V","Spadina-Fort York"
"1197","M2M","Willowdale"
"1198","M6H","Davenport"
"1199","M4M","Toronto-Danforth"
"1200","M5S","University-Rosedale"
"1201","M5J","Spadina-Fort York"
"1202","M1V","Scarborough North"
"1203","M6P","Davenport"
"1204","M5J","Spadina-Fort York"
"1205","M3J","Humber River-Black Creek"
"1206","M5R","University-Rosedale"
"1207","M5V","Spadina-Fort York"
"1208","M5J","Spadina-Fort York"
"1209","M5V","Spadina-Fort York"
"1210","M4W","University-Rosedale"
"1211","M5V","Spadina-Fort York"
"1212","M2N","Willowdale"
"1213","M3H","York Centre"
"1214","M4K","Toronto-Danforth"
"1215","M4M","Toronto-Danforth"
"1216","M6M","York South-Weston"
"1217","M4Y","Toronto Centre"
"1218","M9C","Etobicoke Centre"
"1219","M4K","Toronto-Danforth"
"1220","M4V","St.Paul's"
"1221","M5A","Toronto Centre"
"1222","M6G","University-Rosedale"
"1223","M9R","Etobicoke Centre"
"1224","M6E","Eglinton-Lawrence"
"1225","M5A","Toronto Centre"
"1226","M6J","University-Rosedale"
"1227","M6H","Davenport"
"1228","M6J","Spadina-Fort York"
"1229","M4K","Toronto-Danforth"
"1230","M9W","Etobicoke North"
"1231","M9N","York South-Weston"
"1232","M5S","University-Rosedale"
"1233","M4C","Beaches-East York"
"1234","M9W","Etobicoke North"
"1235","M3B","Don Valley West"
"1236","M8V","Etobicoke-Lakeshore"
"1237","M6P","Parkdale-High Park"
"1238","M5V","Spadina-Fort York"
"1239","M5R","University-Rosedale"
"1240","M4J","Toronto-Danforth"
"1241","M4Y","Toronto Centre"
"1242","M4X","Toronto Centre"
"1243","M4C","Beaches-East York"
"1244","M3J","York Centre"
"1245","M5J","Spadina-Fort York"
"1246","M2N","Willowdale"
"1247","M9R","Etobicoke Centre"
"1248","M4W","University-Rosedale"
"1249","M5V","Spadina-Fort York"
"1250","M4B","Scarborough Southwest"
"1251","M6E","Davenport"
"1252","M6J","Spadina-Fort York"
"1253","M5V","Spadina-Fort York"
"1254","M5V","Spadina-Fort York"
"1255","M1M","Scarborough Southwest"
"1256","M5V","Spadina-Fort York"
"1257","M1B","Scarborough-Rouge Park"
"1258","M4E","Beaches-East York"
"1259","M5V","Spadina-Fort York"
"1260","M4E","Beaches-East York"
"1261","M5J","Spadina-Fort York"
"1262","M4L","Beaches-East York"
"1263","M4P","St.Paul's"
"1264","M6P","Parkdale-High Park"
"1265","M5V","Spadina-Fort York"
"1266","M6J","Davenport"
"1267","M6J","Spadina-Fort York"
"1268","M1N","Scarborough Southwest"
"1269","M9M","Humber River-Black Creek"
"1270","M5J","Spadina-Fort York"
"1271","M2N","Willowdale"
"1272","M3A","Don Valley East"
"1273","M5J","Spadina-Fort York"
"1274","M2N","Willowdale"
"1275","M5V","Spadina-Fort York"
"1276","M6N","York South-Weston"
"1277","M5R","University-Rosedale"
"1278","M1H","Scarborough-Guildwood"
"1279","M6S","Parkdale-High Park"
"1280","M5J","Spadina-Fort York"
"1281","M3H","York Centre"
"1282","M5J","Spadina-Fort York"
"1283","M4L","Beaches-East York"
"1284","M5V","Spadina-Fort York"
"1285","M6J","Spadina-Fort York"
"1286","M6R","Parkdale-High Park"
"1287","M4L","Toronto-Danforth"
"1288","M5B","Toronto Centre"
"1289","M5J","Spadina-Fort York"
"1290","M6H","Davenport"
"1291","M2N","Willowdale"
"1292","M2N","Willowdale"
"1293","M5A","Toronto Centre"
"1294","M6P","Davenport"
"1295","M5V","Spadina-Fort York"
"1296","M8Z","Etobicoke-Lakeshore"
"1297","M5B","Toronto Centre"
"1298","M5V","Spadina-Fort York"
"1299","M6K","Spadina-Fort York"
"1300","M5V","Spadina-Fort York"
"1301","M4L","Toronto-Danforth"
"1302","M6C","St.Paul's"
"1303","M5R","University-Rosedale"
"1304","M4S","Don Valley West"
"1305","M8W","Etobicoke-Lakeshore"
"1306","M6R","Parkdale-High Park"
"1307","M6P","Davenport"
"1308","M5J","Spadina-Fort York"
"1309","M2N","Willowdale"
"1310","M2J","Don Valley North"
"1311","M5V","Spadina-Fort York"
"1312","M5V","Spadina-Fort York"
"1313","M5V","Spadina-Fort York"
"1314","M5V","Spadina-Fort York"
"1315","M5V","Spadina-Fort York"
"1316","M5V","Spadina-Fort York"
"1317","M4W","University-Rosedale"
"1318","M4E","Beaches-East York"
"1319","M1V","Scarborough North"
"1320","M5V","Spadina-Fort York"
"1321","M5V","Spadina-Fort York"
"1322","M5V","Spadina-Fort York"
"1323","M6G","University-Rosedale"
"1324","M5R","University-Rosedale"
"1325","M5J","Spadina-Fort York"
"1326","M5V","Spadina-Fort York"
"1327","M5R","University-Rosedale"
"1328","M1K","Scarborough Centre"
"1329","M9C","Etobicoke Centre"
"1330","M4Y","Toronto Centre"
"1331","M1M","Scarborough-Guildwood"
"1332","M6J","Spadina-Fort York"
"1333","M4X","Toronto Centre"
"1334","M5V","Spadina-Fort York"
"1335","M6G","University-Rosedale"
"1336","M5B","Toronto Centre"
"1337","M5V","Spadina-Fort York"
"1338","M5R","University-Rosedale"
"1339","M3M","York Centre"
"1340","M5T","Spadina-Fort York"
"1341","M5G","University-Rosedale"
"1342","M6E","Davenport"
"1343","M5V","Spadina-Fort York"
"1344","M6K","Davenport"
"1345","M6H","Davenport"
"1346","M6G","St.Paul's"
"1347","M6G","University-Rosedale"
"1348","M6K","Parkdale-High Park"
"1349","M8V","Etobicoke-Lakeshore"
"1350","M5J","Spadina-Fort York"
"1351","M9R","Etobicoke North"
"1352","M5V","Spadina-Fort York"
"1353","M5V","Spadina-Fort York"
"1354","M5V","Spadina-Fort York"
"1355","M5V","Spadina-Fort York"
"1356","M5V","Spadina-Fort York"
"1357","M2P","Don Valley West"
"1358","M5V","Spadina-Fort York"
"1359","M5A","Toronto Centre"
"1360","M5B","Toronto Centre"
"1361","M6R","Parkdale-High Park"
"1362","M5R","University-Rosedale"
"1363","M1M","Scarborough Southwest"
"1364","M4J","Toronto-Danforth"
"1365","M5V","Spadina-Fort York"
"1366","M5J","Spadina-Fort York"
"1367","M5R","University-Rosedale"
"1368","M6J","Spadina-Fort York"
"1369","M5J","Spadina-Fort York"
"1370","M5V","Spadina-Fort York"
"1371","M1N","Scarborough Southwest"
"1372","M5A","Toronto Centre"
"1373","M5V","Spadina-Fort York"
"1374","M5V","Spadina-Fort York"
"1375","M5B","Toronto Centre"
"1376","M6M","York South-Weston"
"1377","M9C","Etobicoke Centre"
"1378","M5V","Spadina-Fort York"
"1379","M5V","Spadina-Fort York"
"1380","M5A","Toronto Centre"
"1381","M5R","University-Rosedale"
"1382","M5V","Spadina-Fort York"
"1383","M5V","Spadina-Fort York"
"1384","M5S","University-Rosedale"
"1385","M5V","Spadina-Fort York"
"1386","M3H","York Centre"
"1387","M6N","York South-Weston"
"1388","M9C","Etobicoke Centre"
"1389","M1S","Scarborough North"
"1390","M5V","Spadina-Fort York"
"1391","M5R","University-Rosedale"
"1392","M8Z","Etobicoke-Lakeshore"
"1393","M6A","Eglinton-Lawrence"
"1394","M5V","Spadina-Fort York"
"1395","M5V","Spadina-Fort York"
"1396","M5V","Spadina-Fort York"
"1397","M5J","Spadina-Fort York"
"1398","M8Y","Etobicoke-Lakeshore"
"1399","M6J","Spadina-Fort York"
"1400","M6M","York South-Weston"
"1401","M5S","Toronto Centre"
"1402","M1H","Scarborough-Guildwood"
"1403","M6M","York South-Weston"
"1404","M5V","Spadina-Fort York"
"1405","M8Y","Etobicoke-Lakeshore"
"1406","M4Y","Toronto Centre"
"1407","M5V","Spadina-Fort York"
"1408","M2J","Don Valley North"
"1409","M8W","Etobicoke-Lakeshore"
"1410","M3J","Humber River-Black Creek"
"1411","M6K","Parkdale-High Park"
"1412","M5V","Spadina-Fort York"
"1413","M2N","Willowdale"
"1414","M1P","Scarborough Centre"
"1415","M2N","Willowdale"
"1416","M5V","Spadina-Fort York"
"1417","M6H","Davenport"
"1418","M8W","Etobicoke-Lakeshore"
"1419","M2K","Don Valley North"
"1420","M5R","University-Rosedale"
"1421","M6E","Davenport"
"1422","M5V","Spadina-Fort York"
"1423","M5M","Eglinton-Lawrence"
"1424","M4L","Toronto-Danforth"
"1425","M3C","Don Valley East"
"1426","M5V","Spadina-Fort York"
"1427","M5J","Spadina-Fort York"
"1428","M6N","York South-Weston"
"1429","M2M","Willowdale"
"1430","M5A","Toronto Centre"
"1431","M4V","St.Paul's"
